641.0,-399.07
-561.05,32.07
345.01,122.27
190.92,679.35
441.15,538.47
-510.05,-627.35
916.86,-491.95
-128.02,672.4
-186.05,-945.73
249.17,742.62
-933.81,552.2
-127.29,824.93
679.65,632.9
772.89,470.52
35.15,751.41
99.54,81.22
695.41,-467.59
571.0,-478.26
972.43,418.83
-947.46,-491.09
558.59,887.48
624.04,437.3
-925.49,358.86
-496.84,398.94
-614.88,-910.29
-497.67,-13.92
-975.04,-35.49
465.06,311.12
596.94,632.96
943.51,528.76
469.98,-568.74
-413.13,-528.48
-789.64,-204.85
-757.72,-866.11
-524.51,826.97
-632.43,613.52
232.4,721.78
-25.09,239.27
391.86,-713.43
330.46,276.12
-297.92,-793.93
135.27,-137.76
-423.44,338.12
-243.88,726.08
481.3,551.79
199.24,877.89
-919.48,-97.51
931.21,932.33
-534.15,765.61
-179.84,590.24
490.04,929.62
-196.45,-538.02
262.7,146.59
220.41,536.68
-638.83,-686.19
-586.38,-805.74
-54.53,-90.07
259.23,431.32
-472.08,-866.21
666.21,800.85
-77.84,434.86
-839.62,-445.73
-836.62,-96.09
489.9,477.5
-352.07,-554.47
-836.47,285.4
-177.0,-573.05
-555.88,413.86
974.95,794.32
-319.29,0.1
-30.11,946.86
-922.68,738.18
-368.34,-178.3
773.99,494.47
954.72,-90.61
-690.67,-906.43
885.16,-796.29
-576.76,623.08
-144.43,-586.78
839.56,-133.18
-268.9,-707.01
-424.39,11.35
778.54,-394.65
3.9,779.68
966.25,-279.12
969.01,-305.83
907.7,-385.56
127.54,537.28
693.35,500.72
532.6,759.48
-348.37,-24.22
-561.6,5.7
722.89,581.14
753.03,505.32
-744.74,-23.34
883.13,-786.05
-667.59,744.47
357.8,136.94
408.31,-371.75
804.49,335.36
918.7,358.05
-932.26,860.67
39.57,73.63
-130.18,-911.85
-572.89,-150.11
373.57,-768.04
716.71,-383.95
-78.54,-492.74
734.08,199.01
288.05,410.3
-460.45,978.38
98.69,-825.46
987.92,310.97
890.93,459.26
588.62,865.3
-183.86,-291.7
501.99,912.46
908.83,-429.49
-909.09,255.33
510.15,-17.41
866.71,-260.15
-659.19,384.98
-52.08,630.56
579.81,88.61
967.44,865.97
815.36,-915.19
-396.48,423.01
164.97,196.67
-434.88,59.2
-359.78,827.81
-16.61,795.87
-21.86,-473.16
-361.8,-64.42
-382.66,-992.56
-994.32,-221.21
457.89,868.47
885.96,494.04
30.54,-931.91
-375.48,-837.28
-685.18,2.95
337.52,-573.53
476.19,-691.02
4.9,295.28
132.21,100.1
-50.75,531.89
-480.54,-474.56
293.71,-401.89
458.28,-645.16
-21.94,-976.98
147.09,-966.16
-424.41,-998.52
252.94,-914.26
895.43,-533.61
-376.26,589.28
-48.35,627.18
910.61,778.64
43.33,-162.46
314.5,142.85
-950.37,-513.26
525.47,-511.68
566.33,717.71
-981.48,798.05
-696.83,96.41
-259.36,-35.21
932.18,-173.75
-682.82,711.5
675.56,408.34
-329.28,-846.9
455.53,-937.52
129.82,782.57
612.28,834.05
374.05,-98.47
-158.62,746.59
-745.92,271.62
-190.14,489.52
-65.38,786.71
-321.05,986.39
116.78,-936.72
-802.62,776.31
955.02,825.47
281.9,-998.6
-674.08,-516.76
-826.13,0.53
707.63,-844.27
-144.01,-984.4
-677.87,-149.35
-425.04,-211.73
-25.11,169.82
-308.25,486.19
-530.78,-519.96
496.53,305.84
-932.91,651.28
87.95,362.34
-674.21,-213.41
681.58,7.74
934.85,15.88
-192.11,-589.16
353.57,-710.58
785.28,949.22
928.27,-605.23
-306.64,609.9
877.51,783.61
-173.94,-109.43
-621.79,510.06
-702.87,618.33
-724.85,223.54
-612.08,554.22
972.85,925.19
-907.02,71.11
54.8,-333.98
-731.65,-872.64
114.77,-34.58
626.96,-591.16
-409.18,487.53
29.83,-370.82
-143.81,-898.81
-983.91,873.26
576.26,72.7
90.37,-973.44
-669.81,-710.49
12.47,-500.22
-97.74,-198.75
699.16,104.87
277.45,-455.42
-83.43,-978.88
-538.94,87.17
732.53,210.49
-330.68,991.83
852.46,111.81
843.18,-704.12
115.46,608.12
501.21,-502.69
-460.91,-869.2
293.66,-494.8
387.75,-46.32
-412.44,254.5
-974.7,75.55
-480.32,-582.26
770.0,-564.76
91.09,-612.74
-197.63,620.44
235.99,13.24
-741.11,-171.54
519.15,960.52
56.69,694.89
-942.39,38.34
630.08,367.82
799.18,20.35
-794.51,426.26
-944.44,388.41
991.42,-882.04
-69.71,-331.41
-579.55,59.21
-936.68,803.49
619.44,921.09
-921.61,-936.67
-447.45,995.04
-315.39,977.31
465.3,-296.48
-372.13,855.36
-140.45,82.66
114.53,377.5
-509.94,600.08
-114.88,414.46
-722.54,-362.93
-920.25,-964.1
672.0,-228.8
93.71,-813.4
145.92,-517.75
283.15,-611.17
-707.58,-674.46
630.22,408.82
